@relation AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
276.700012,101430,-13.3,51,14.2,17.1,10,6.94,6.2,4.809354,MuyAlta
276.899994,101430,-11.799998,51,12.9,16.2,10,7.1,6.1,4.809354,MuyAlta
278.100006,101300,-12.999998,54,14.3,18,10,6.8,6.1,4.809354,MuyAlta
278.100006,100950,-12.199999,43,12.7,16,10,7.52,6.2,4.809354,MuyAlta
278.699982,100530,-15.899999,44,14.2,17.3,9.09,6.69,6.2,4.809354,MuyAlta
278.100006,100470,-12.599998,45,13.1,16.1,10,7.53,6.2,4.809354,MuyAlta
277.199982,100590,-11.299998,62,13.7,17.5,12.12,8.23,6.1,4.809354,MuyAlta
276.499969,101110,-11.099998,60,12.1,14.4,11.43,7.51,6.2,4.816162,Moderada
277.899994,101490,-11.8,50,9,10.9,10,7.01,6.1,4.816162,Moderada
277.700012,101850,-6.199997,42,6.5,7.9,9.09,6.72,6.2,7.092061,Media
277.799988,101990,-6.7,12,4.9,6.2,9.09,6.51,6.2,7.092061,Media
278.199982,102120,-6.099997,327,4.9,6.2,10.81,6.14,6.4,7.092061,Media
278.200012,102100,-6.5,351,4.3,5.7,10,6.07,6.4,8.949392,Baja
278,102110,-3.4,331,2.8,4.2,10,6.41,6.2,8.949392,Baja
277.5,101960,-4.299998,286,5.5,7.9,10.81,5.92,6.2,8.949392,Baja
277.399963,101900,-1,274,6.4,8.4,9.09,5.36,6.1,8.949392,Baja
277.199982,101790,0.1,269,7.5,9.4,11.43,4.68,6,7.092061,Media
277.100006,101640,2.1,263,8.5,10.9,5.88,4.9,5.9,7.092061,Media
276.799988,101490,1.1,261,9.5,12.4,5.88,5.05,5.9,7.092061,Media
276,101280,2.7,258,10.3,12.6,7.14,5.59,5.9,7.092061,Media
276.299988,100890,7.6,228,6.9,9.3,7.69,5.5,5.8,7.092061,Media
277.899963,100010,14.9,154,12.5,14.3,8.33,4.79,5.8,4.816162,Moderada
279.700012,99180,16.900002,161,11.5,14.1,8.33,6.33,6,4.816162,Moderada
280.799988,98820,15.600001,188,12.9,16,10,6.87,5.8,4.809354,MuyAlta
279.299988,98550,15,188,12.6,15.3,10.81,7.27,5.8,4.809354,MuyAlta
279.099976,98850,14.2,219,12.8,15.3,10.81,7.09,5.9,4.809354,MuyAlta
278,99510,13.1,223,13.2,16.5,11.43,7.5,5.9,4.809354,MuyAlta
279.099976,99640,12.7,201,11.1,13.9,12.12,7.4,5.9,4.809354,MuyAlta
278.299988,99920,5.900002,234,9.9,12.3,11.43,7.33,6,4.809354,MuyAlta
277.5,100570,2.900002,264,11.5,14.1,12.9,7.5,6,4.809354,MuyAlta
278.5,100350,6.300002,203,6.1,7.8,13.79,8.13,6,4.809354,MuyAlta
279.299988,98640,12.100001,124,15.4,20.7,12.9,6.93,6,4.809354,MuyAlta
280.099976,97220,20.500002,180,12.3,15.8,9.09,7.19,5.9,4.809354,MuyAlta
279.599976,96990,14.200002,180,8.4,10.4,10,7.68,5.9,4.809354,MuyAlta
278.799988,97370,9.200002,214,8.8,11.2,11.43,8.19,5.9,4.809354,MuyAlta
277.799988,98240,-1.199998,290,14.1,18,14.81,9.18,5.9,4.809354,MuyAlta
274.299988,98880,-0.599998,268,13.1,16.9,16,9.18,5.9,4.809354,MuyAlta
274.5,99240,-0.299998,264,7.2,9.7,10.81,8.6,5.8,4.809354,MuyAlta
274.299988,99170,0.200002,270,2.6,5,11.43,8.56,5.8,4.816162,Moderada
275.199982,98720,-1.399997,107,1.9,3.7,11.43,8.18,5.7,4.816162,Moderada
275.700012,98260,-6.499999,38,6.3,9,10,7.94,5.7,7.092061,Media
276.599976,97900,-9.7,40,7.5,8.9,9.09,6.53,5.6,7.092061,Media
275.700012,97690,-14.3,18,8.2,10.3,10,5.6,5.7,4.816162,Moderada
275.200012,97790,-15.599998,351,11.1,13.8,5.56,5.36,5.8,4.816162,Moderada
275.299988,98130,-13.6,319,12.1,14.8,6.67,5.65,5.7,4.816162,Moderada
274.299988,98550,-8.199999,303,11.4,13.8,7.14,5.76,5.7,4.816162,Moderada
273.200012,98850,-5.5,293,11.2,14,7.69,6.51,5.6,4.816162,Moderada
273.299988,99100,-6.5,300,10.6,14.8,8.33,6.81,5.7,4.809354,MuyAlta
274.100006,99320,-10.399999,325,13.5,17.4,11.43,7.84,5.8,4.809354,MuyAlta
274.700012,99620,-12.299998,333,11.3,13.5,10.81,7.37,5.7,4.809354,MuyAlta
274.899994,99860,-12.4,354,10.2,12.4,9.09,7.16,5.6,4.816162,Moderada
275.099976,99970,-10.999998,12,8.1,10.4,8.33,6.58,5.5,7.092061,Media
275.299988,99870,-8.9,15,8.6,10.4,7.69,6.08,5.4,7.092061,Media
275.599976,99810,-7.8,36,5.6,7,16,6.62,5.4,7.092061,Media
275.699982,99500,-8.199999,33,9.5,11.3,14.81,6.27,5.5,7.092061,Media
276.199982,99490,-5.7,49,7.2,9.9,13.79,6.42,5.6,4.816162,Moderada
276.700012,99490,-5.7,30,4,5.2,9.09,6.97,5.6,7.092061,Media
276.799988,99660,-7.299998,14,6.1,7.4,12.12,6.27,5.6,7.092061,Media
276.899963,99670,-9.1,11,5.4,7.1,12.12,7.31,5.6,7.092061,Media
276.700012,99760,-8,7,3.8,4.8,10.81,7.28,5.7,4.816162,Moderada
276.399994,100040,-5.6,304,12,14.2,10,6.47,5.7,4.816162,Moderada
274.700012,100250,-0.2,266,10.3,13.2,9.09,5.93,5.7,4.816162,Moderada
273.399994,100550,6.900002,226,7.7,9.8,8.33,6.26,5.7,7.092061,Media
276.299988,100240,15.1,176,10.9,13.7,9.09,5.41,5.7,4.816162,Moderada
278.200012,99740,15.900002,169,12.5,15.3,7.69,6.05,5.7,4.809354,MuyAlta
279.299988,99540,8.9,192,6.9,8.9,13.79,7.74,5.8,4.816162,Moderada
278.299988,99250,6.500001,164,4.7,6,10.81,7.93,5.8,4.816162,Moderada
278.899963,99170,5,168,4.3,5.2,11.43,7.96,5.8,4.809354,MuyAlta
278.799988,99170,7.2,197,4.1,5.2,12.9,9.12,5.8,4.809354,MuyAlta
278.700012,99360,11.500002,202,9.2,11.6,17.39,9.49,5.8,4.809354,MuyAlta
278.299988,99800,12.000002,198,9.9,12.1,19.05,10.26,5.7,4.809354,MuyAlta
278.399994,100000,12.600001,186,10.6,13.5,16,8.87,5.5,4.809354,MuyAlta
279.199982,98810,14.700002,130,17.8,21.9,11.663012,7.671493,5.4,4.809354,MuyAlta
277.799988,99130,13.6,204,11.4,14.5,11.43,8.58,5.6,4.809354,MuyAlta
278.600006,99990,11.700003,200,10,12.3,11.43,8.14,5.6,4.809354,MuyAlta
278.699982,99930,9.3,150,9.4,11.6,10.81,7.97,5.5,4.816162,Moderada
279.899994,98020,-2.599997,61,13.5,18.1,10.81,6.92,5.5,4.809354,MuyAlta
277.799988,98670,13.400002,255,19.9,25,10,6.9,5.8,4.809354,MuyAlta
277.899963,100170,10.8,226,12.7,15.7,10,7.87,5.8,4.809354,MuyAlta
278.499969,100170,2.200001,167,4,5.4,12.12,8.08,5.8,4.816162,Moderada
279.200012,98790,-15.1,24,11.6,14.3,11.43,7.75,5.3,4.809354,MuyAlta
277.100006,99280,-0.4,307,18.6,22.6,7.14,6.61,5.3,4.809354,MuyAlta
276.5,100440,-3.1,274,12.1,15.8,8.33,7.02,5.2,4.816162,Moderada
276.200012,101230,-3.6,290,8.2,10.6,11.43,7.01,5.2,4.809354,MuyAlta
276.200012,101800,-3.9,325,11,13.6,8.33,7.23,5.6,4.816162,Moderada
276.299988,102240,1.600002,276,8.9,10.9,9.09,6.92,5.6,4.816162,Moderada
276.799988,102640,-0.299998,266,10.8,13.6,11.43,6.7,5.5,4.816162,Moderada
277.499969,103190,-0.599998,286,11.3,13.9,10,6.54,5.7,4.816162,Moderada
276.399963,103520,1.500003,264,10.2,12.8,9.09,6.71,5.5,4.816162,Moderada
276.299988,103840,2.4,246,9.8,11.5,10.81,6.53,5.4,4.816162,Moderada
275.999969,103900,1.9,266,5.1,6.2,10.81,7.28,5.5,4.816162,Moderada
276.600006,104010,1.6,261,4.2,5.7,10,6.98,5.5,7.092061,Media
276.199982,103890,1.9,245,4.6,5.9,10,7.18,5.3,7.092061,Media
276.599976,103900,2.9,228,3.1,4,10,6.83,5.3,4.816162,Moderada
276.899963,103860,3.7,233,5.9,7.2,13.79,8.08,5.3,4.816162,Moderada
277.100006,103790,3.3,215,4.5,5.6,14.81,8.87,5.3,4.816162,Moderada
277.299988,103880,2.5,164,1.5,2.5,12.9,8.98,5.6,4.816162,Moderada
276.999969,103830,-2,155,0.8,2,11.43,8.5,5.6,4.816162,Moderada
277.200012,103730,-4.099998,70,3.7,5.3,12.9,9.21,5.3,7.092061,Media
277.999969,103470,-5.799998,61,4.5,5.8,12.12,8.86,5.2,7.092061,Media
277.299988,103340,-6.1,48,6.8,7.9,12.12,6.58,5.5,7.092061,Media
277.599976,103120,-6.299998,48,7.5,9.1,11.43,5.79,5.4,7.092061,Media
278.399963,102990,-7.099997,45,8.8,10.9,12.12,5.63,5.3,7.092061,Media
279.399963,102800,-6.7,53,8.5,10.1,5.88,5.02,5.5,7.092061,Media
279,102800,-7.299998,61,10.3,12.4,5.56,5.47,5.4,4.816162,Moderada
277.999969,102680,-8.999998,39,7.9,10,7.69,5.94,5.5,7.092061,Media
278.100006,102620,-10.5,20,6.1,7.2,9.09,6.17,5.4,7.092061,Media
279.299988,102230,-12.999998,353,7.7,9.2,8.33,5.71,5.5,7.092061,Media
278.799988,102120,-12.9,13,8.5,10.1,7.69,5.69,5.5,7.092061,Media
278.599976,102020,-11.499998,15,6.7,7.9,7.69,6.03,5.3,4.816162,Moderada
278.799988,102090,-9.199999,4,6.8,8.3,8.33,6.14,5.2,7.092061,Media
279.899963,101960,-10.899999,356,7.5,9.4,9.09,6.43,5.5,7.092061,Media
279.299988,101920,-9.7,349,7.6,9.4,8.33,5.59,5.4,7.092061,Media
278.699982,101830,-7.1,22,3.9,4.7,9.09,6.4,5.5,8.949392,Baja
278.699982,101750,-3.199997,354,0.8,1.4,13.79,6.18,5.4,7.092061,Media
279.200012,101530,-2.099998,98,2.1,2.8,8.33,6.65,5.6,8.949392,Baja
278,101230,0.8,189,3.1,3.6,7.14,6.09,5.5,8.949392,Baja
277.399963,100980,-1.399998,131,3,3.6,8.33,6.31,5.5,8.949392,Baja
277.5,101010,-2.2,95,5.3,6.3,6.67,5.81,5.5,7.092061,Media
277.599976,101170,-6.399999,71,8.8,11.2,5.26,4.78,5.4,4.816162,Moderada
276.499969,101410,-6.6,66,8.6,10.8,9.09,6.08,5.3,7.092061,Media
276.199982,101550,-8.7,42,8,9.3,8.33,5.82,5.4,7.092061,Media
276.100006,101660,-7.6,36,5.8,7.1,8.33,6.27,5.6,7.092061,Media
277.099976,101710,-8.199999,3,3.3,4.1,8.33,6.14,5.7,7.092061,Media
276.599976,101860,-6.499999,348,5.9,6.9,7.14,5.21,5.6,7.092061,Media
276.099976,101830,-4.999999,312,6,7.6,6.25,5.16,5.5,8.949392,Baja
276.299988,101740,-4.5,304,4.4,5.9,5.56,4.93,5.3,8.949392,Baja
276.199982,101330,-1.799999,285,8.6,10.2,6.67,5.02,5.3,7.092061,Media
276.399963,100860,-1.499998,290,6.4,7.6,7.14,5.1,5.3,7.092061,Media
276.099976,100260,-1.3,294,7.1,8.5,6.67,5.25,5.3,7.092061,Media
276.200012,99580,1.6,256,8.1,9.5,6.67,4.99,5.2,7.092061,Media
276.399963,98960,4.000001,225,7.9,9.8,7.14,4.84,5.6,7.092061,Media
274.499969,98580,0.8,270,7.5,9.3,7.69,5.56,5.6,4.816162,Moderada
274.399994,98680,-1.999998,280,14.5,17.8,9.09,6.16,5.5,4.809354,MuyAlta
274.699982,99020,-2.2,287,14.1,17.9,11.43,7.49,5.5,4.809354,MuyAlta
275.600006,99430,3.900002,262,12.7,15.6,10.81,6.89,5.5,4.809354,MuyAlta
277.499969,99460,9.400002,241,10.8,14.1,10,6.85,5.4,4.809354,MuyAlta
278.299988,99080,16.400002,194,12.2,15.1,10.81,6.83,5.4,4.809354,MuyAlta
277.700012,98500,8.500002,237,11.5,14.1,10.835044,7.040209,5.5,4.816162,Moderada
277.100006,98960,-0.899998,291,5.9,7.4,10,7.58,5.4,4.816162,Moderada
276.299988,99560,6.7,265,4.1,6.1,12.12,7.88,5.5,4.816162,Moderada
278.499969,99810,15.100003,176,6.8,8.5,11.43,7.98,5.5,4.809354,MuyAlta
278.299988,99390,18.1,160,14.1,19.2,12.12,7,5.5,4.809354,MuyAlta
279.999969,98920,16.800001,160,15.3,19.3,10.81,7.52,5.2,4.809354,MuyAlta
280.100006,98520,20.6,176,14.5,17.8,11.43,7.49,5.2,4.809354,MuyAlta
279.700012,98620,16.500002,175,15.6,18.8,12.9,7.79,5.2,4.809354,MuyAlta
278.999969,98170,15.3,158,14.9,18.3,12.12,8.07,5.2,4.809354,MuyAlta
279.799988,97350,13.800001,145,16.7,21.1,12.12,8.8,5.1,4.809354,MuyAlta
278.199982,97600,16.100002,193,13.1,17,12.9,8.92,5,4.809354,MuyAlta
279,98240,6.9,183,9.2,11.6,12.12,8.8,4.9,4.809354,MuyAlta
278.399994,97700,5.100001,131,7.4,9,12.12,8.49,5,4.809354,MuyAlta
277.399994,97840,0.800002,274,10.9,14,11.43,8.2,5.2,4.809354,MuyAlta
276.199982,98480,1.900002,278,12.1,14.5,10.81,7.1,5.2,4.816162,Moderada
276.099976,99100,4.900002,236,9.5,12.6,10.81,6.9,5.2,4.816162,Moderada
275.799988,99420,9.300001,207,9.3,11.3,11.43,6.28,5.2,4.816162,Moderada
276,99460,6.1,161,5,6,10.81,7.07,5.2,4.816162,Moderada
276.600006,99460,2.200001,204,6.9,8.2,10,6.86,5.2,4.816162,Moderada
276.700012,99470,4.900002,224,7.5,9.6,10.81,7.54,5.2,4.816162,Moderada
277.5,99680,7.800002,218,6.9,8.3,10,7.67,5.2,4.816162,Moderada
277.299988,99990,8.5,229,7.3,8.8,11.43,7.67,5.2,4.816162,Moderada
277,100210,7.5,212,6.9,9.3,11.43,7.01,5.2,4.816162,Moderada
276.899963,100380,5.5,215,6.1,7.8,10.81,7.39,4.9,4.816162,Moderada
277.5,100420,5.8,211,5.1,6.5,10.81,7.43,5,7.092061,Media
277.200012,100340,3.1,194,4.1,5.2,9.09,6.93,5.2,7.092061,Media
276.699982,100290,1.800002,212,2.3,3.3,10.81,7.41,5.2,7.092061,Media
276.5,100280,-1.999998,251,3,4.1,10,7.3,5.2,7.092061,Media
277.299988,100230,-1.099998,351,1.9,3,10,7.5,5.4,7.092061,Media
276.499969,100250,-2.3,0,1.9,2.8,8.33,7.29,5.2,7.092061,Media
277.199982,100280,-4.899999,324,3.6,4.9,8.33,7.65,5.2,8.949392,Baja
277.099976,100340,-6.099998,7,3.5,5.1,14.81,6.95,5.2,7.092061,Media
278.600006,100380,-6.4,347,5.6,6.6,12.9,6.53,5.3,7.092061,Media
277.600006,100460,-6.899999,23,5.1,6.7,12.12,6.47,5.2,7.092061,Media
277.099976,100670,-6.9,351,7,8.5,10.81,6.25,5,8.949392,Baja
276.999969,100860,-7.1,344,8.3,10.6,11.43,4.7,5.2,7.092061,Media
276.600006,101140,-4.899999,325,5.1,6.8,10.81,5.87,5.1,7.092061,Media
276.199982,101330,-1.599998,207,2.9,4.1,10.81,6.53,5.3,7.092061,Media
275.100006,101550,-3.999999,260,9.9,12.9,6.25,5.05,5,4.816162,Moderada
274.299988,101810,-5.499999,310,11.6,14.7,7.69,5.77,5.2,4.816162,Moderada
274.699982,102240,-6.599998,298,9.9,12.2,10,5.87,5.2,4.816162,Moderada
274.5,102650,-4.5,304,8.7,10.6,8.33,6.04,5.2,7.092061,Media
275.200012,102930,-0.1,272,3.5,4.4,7.69,5.56,5.2,8.949392,Baja
276.599976,102630,7.8,221,8.3,10.6,6.67,4.54,5,7.092061,Media
277.799988,102540,0.8,274,9.5,11.9,6.25,4.66,5.1,4.816162,Moderada
277.799988,102750,-8.199999,300,10,12.1,9.09,6.94,5.1,4.816162,Moderada
277,103130,-8.399999,342,9.1,11.3,8.33,7.12,5.2,4.816162,Moderada
277.299988,103360,-6.799998,12,6.2,7.9,8.33,6.85,5.2,7.092061,Media
276.899963,103510,-5.399999,318,4.4,6.2,14.81,7.54,5.3,7.092061,Media
276.899994,103600,-5.7,299,5.8,7.1,12.9,7.84,5.2,7.092061,Media
276.899963,103650,-4.199998,287,6.2,8.3,11.43,7.3,5.1,4.816162,Moderada
277.399994,103590,-4.4,303,8.4,10.8,13.79,6.27,5.2,7.092061,Media
277.899963,103520,-4.1,290,9.5,12.2,12.9,5.49,5.2,4.816162,Moderada
277.299988,103340,-1.499998,282,11.2,14.3,14.81,6.78,5.2,4.816162,Moderada
277.5,103030,-5.499999,297,13.4,16.4,14.81,6.38,5.1,4.809354,MuyAlta
278.5,102990,-10.999998,312,13.6,17,8.33,6.83,5.4,4.809354,MuyAlta
279,103060,-12.4,337,10.5,13.8,10,7.26,5.5,4.816162,Moderada
277.600006,103330,-9.799998,319,8.7,11.1,9.09,6.81,5.5,4.816162,Moderada
277.199982,103120,-5.899999,306,9.9,11.9,13.79,6.47,5.5,4.816162,Moderada
277.200012,102780,-4.2,290,11.3,14.1,12.12,6.19,5.4,4.816162,Moderada
277.399963,102320,-5.6,295,11.1,13.6,7.14,5.67,5.5,4.816162,Moderada
277.299988,102070,-9.5,321,10.1,12,8.33,6.47,5.5,4.816162,Moderada
277.399994,101870,-7,310,9.7,12.4,8.33,5.86,5.5,4.816162,Moderada
277.799988,101600,-3.8,299,9.7,12.2,8.33,6.01,5.5,4.816162,Moderada
277.899963,101120,-2.7,288,10.5,12.9,8.33,5.76,5.5,4.816162,Moderada
276.799988,100690,-2.899998,292,9.9,14.4,8.33,5.86,5.4,4.809354,MuyAlta
273.799988,100440,-7.2,290,16.9,21.9,9.09,6.81,5.3,4.809354,MuyAlta
272.799988,100350,-4.699998,287,17.2,20.7,10,8.47,5.1,4.809354,MuyAlta
273.599976,100310,-2.799999,284,15,21.2,12.12,7.92,5.1,4.809354,MuyAlta
272.899963,100520,0.500002,258,14.6,17.8,10,7.56,5.1,4.809354,MuyAlta
274,100700,3.200001,266,13.1,15.8,10.81,6.91,5,4.816162,Moderada
273.299988,100630,6.200002,242,9.1,10.9,9.09,6.31,5.2,4.816162,Moderada
273.499969,100350,4.200003,213,8.7,10.7,9.09,6.39,5.2,7.092061,Media
274.5,99740,0.4,236,1.2,3,9.09,6.47,5.2,7.092061,Media
274.200012,99390,-0.8,280,6.9,9.8,7.14,5.85,5,7.092061,Media
274.799988,99100,3.1,268,11.1,13.7,7.14,4.87,5.1,4.816162,Moderada
276.200012,99100,-7.6,323,13.6,16.7,9.09,6.58,5.1,4.809354,MuyAlta
275.399963,99440,-8.9,305,13.8,17,8.33,6.59,5.1,4.816162,Moderada
275.199982,99620,-5.9,288,9.2,11.7,8.33,6.72,5.2,4.816162,Moderada
275.799988,99990,-6.9,330,7.8,9.9,11.43,6.71,5.2,4.809354,MuyAlta
277.399963,100300,-11.6,5,12.4,16.1,12.12,7.76,5.2,4.809354,MuyAlta
276.600006,100850,-12.2,18,12.1,15,10.81,7.88,5.2,4.816162,Moderada
275.100006,101260,-9.399999,351,9,10.9,10,7.18,5.2,4.816162,Moderada
274.600006,101380,-8.2,319,10.1,12,7.69,6.38,5.1,4.816162,Moderada
275.399994,101020,-6.099997,321,9.7,12.5,9.09,6.5,5.3,4.816162,Moderada
274.499969,100930,-8.899999,343,9.5,13.1,7.14,5.63,5.2,4.816162,Moderada
274.5,100780,-8,335,7.7,9.6,7.69,6.16,5.1,4.816162,Moderada
274.399963,100700,-8.699999,299,8.8,10.3,9.09,6.4,5,4.816162,Moderada
275.299988,100510,-8.299998,327,10.9,13.2,8.33,5.83,5.1,4.816162,Moderada
274.5,100380,-8.099998,324,10.5,13.4,8.33,5.92,5.1,4.809354,MuyAlta
274.399963,100060,-11.499998,298,15.2,18,9.09,6.87,5.1,4.809354,MuyAlta
274.100006,100350,-11.899999,40,11.8,14.6,10,7.24,5,4.809354,MuyAlta
273,100740,-11.899999,55,7.1,9,10,7.23,5.1,4.816162,Moderada
272.5,101010,-9.199999,344,7.1,9.5,9.09,6.37,4.9,4.816162,Moderada
271.499969,101190,-9.699999,333,5.2,7.4,7.69,6.63,4.7,4.816162,Moderada
272.199982,101220,-8.8,25,9.6,11.8,9.09,6.2,4.8,7.092061,Media
272.299988,101400,-8.899997,356,4,5.4,9.09,5.68,4.8,7.092061,Media
271.599976,101560,-4.7,40,5.1,6.3,7.69,5.6,4.7,7.092061,Media
272.199982,101680,-3.9,288,3.6,4.8,7.69,6.09,4.7,8.949392,Baja
272.599976,101730,-2.999999,325,5,6.5,7.14,5.32,4.7,7.092061,Media
272.699982,101890,-4.6,20,8.1,10.1,9.09,6.02,4.8,7.092061,Media
272.799988,102030,-2.499999,49,3.6,5.5,8.33,6.43,4.7,7.092061,Media
273.200012,102090,-3.1,67,8.4,10.1,7.14,6.39,4.4,7.092061,Media
274.5,102070,-2.9,76,9.8,12.3,7.69,5.15,4.6,4.816162,Moderada
274.5,102170,-7.4,58,10.7,13.1,7.14,5.76,4.8,4.816162,Moderada
273.399994,102160,-6.6,50,10.4,12,7.69,5.59,4.8,4.816162,Moderada
273.799988,102070,-7.999999,50,10.3,12.6,7.14,5.61,4.8,7.092061,Media
274.700012,102100,-4.6,74,9.2,11.8,8.33,5.38,4.7,7.092061,Media
275.199982,102030,-5.099998,80,6.2,8,7.69,5.32,4.7,7.092061,Media
274.700012,101880,-5.9,68,6.7,8.7,7.69,5.19,4.6,4.816162,Moderada
274.600006,101550,-6.3,88,9.6,11.6,7.14,5.37,4.6,4.816162,Moderada
273.799988,101210,-10.599998,58,11.3,13.4,8.33,5.95,4.5,4.816162,Moderada
274.099976,100840,-11.5,49,10.2,13.5,8.33,6.2,4.7,4.816162,Moderada
273.499969,100600,-9.599998,44,9.3,11.2,10,6.18,4.7,4.816162,Moderada
274.200012,100120,-9.499998,59,10.3,12.7,10,6.28,4.5,4.816162,Moderada
274.799988,99580,-12.5,52,12.7,15.3,9.09,5.99,4.5,4.809354,MuyAlta
275.600006,99200,-15.899999,30,13,15.2,9.09,6.84,4.9,4.816162,Moderada
274.5,99470,-11.399997,358,9.4,12.3,8.33,6.33,4.9,7.092061,Media
273,99780,-3.599998,286,5.6,7.6,9.09,6.28,4.9,7.092061,Media
273.899994,99940,4.000003,243,7.6,10.4,9.09,6.39,4.7,4.816162,Moderada
274.999969,99780,6.4,226,10.8,12.8,11.43,6.96,4.8,7.092061,Media
275.199982,99450,3.100002,208,7,8.5,10,6.39,4.7,7.092061,Media
274.399994,99020,1.600002,231,6.5,7.7,10.81,6.62,4.7,7.092061,Media
273.899963,98850,2.3,256,5.3,7.1,10.81,7.29,4.5,7.092061,Media
273.700012,98820,3.600002,229,5.7,7.5,11.43,6.73,4.6,7.092061,Media
275.099976,98960,3.900002,208,5.8,7.9,11.43,6.38,4.6,7.092061,Media
275.199982,98880,0.7,162,2.2,3.3,10.81,6.6,4.5,7.092061,Media
275.099976,98860,0.500002,109,2,3.4,7.69,6.69,4.5,7.092061,Media
274.299988,98950,-0.3,132,1.9,2.9,10,6.37,4.7,7.092061,Media
274,99350,1.500003,264,6.5,8.1,9.09,6.22,4.6,7.092061,Media
273.5,99570,2.100003,252,8.2,9.9,9.09,5.54,4.7,7.092061,Media
273.399994,99940,1.500003,162,7.5,9.4,7.14,6.59,4.6,7.092061,Media
274.700012,99910,-3.4,80,4.5,6,9.09,6.19,5,7.092061,Media
275.399994,100000,-7.099997,41,7.7,9.1,9.09,6.03,4.8,7.092061,Media
275.299988,99960,-9.299997,4,9.2,11.4,10,5.49,4.7,7.092061,Media
276.299988,99760,-6.3,14,4.8,6.3,10,6.31,4.8,7.092061,Media
276.799988,99710,-5.699998,48,9.2,11,7.69,5.74,4.8,7.092061,Media
275.899963,99910,-6.099998,75,4.8,6.2,9.09,5.96,4.8,7.092061,Media
275.699982,99990,-7.199998,349,2.2,3.2,8.33,5.98,4.8,7.092061,Media
275.799988,100280,-4.899999,285,1.3,1.9,8.33,5.93,4.9,7.092061,Media
275.899994,100520,-1.5,310,6,7.4,7.14,5.52,4.9,7.092061,Media
274.700012,100760,4.100001,231,6.2,8.2,9.09,5.8,4.7,7.092061,Media
274.899963,100940,6.4,226,6.8,8.2,5.88,4.66,4.6,7.092061,Media
